copy,copy,copy,copy,,,
1011.1,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-7-celsius-liquid,25,,,,
1011.1,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-7-grams-average,200.99,,,,
1011.2,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-7-grams-cv,0,,,,
1011.2,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-7-grams-min,200.99,,,,
1011.3,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-7-grams-max,200.99,,,,
1011.3,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-7-samples-start-time,1782308304,,,,
1011.4,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-7-samples-duration,9.76,,,,
1011.4,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-7-samples-count,50,,,,
1038.2,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-celsius-pipette,26.81,,,,
1038.3,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-humidity-pipette,39.31,,,,
1038.4,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-celsius-air,21.2,,,,
1038.4,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-humidity-air,49.8,,,,
1038.5,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-pascals-air,1000,,,,
1038.6,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-celsius-liquid,25,,,,
1038.6,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-grams-average,200.98,,,,
1038.7,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-grams-cv,0,,,,
1038.7,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-grams-min,200.98,,,,
1038.8,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-grams-max,200.98,,,,
1038.9,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-samples-start-time,1782308331,,,,
1038.9,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-samples-duration,9.82,,,,
1039,MeasurementType.DISPENSE-blank-ul-channel_1-trial-7-samples-count,50,,,,
1093.9,MeasurementType.INIT-blank-ul-channel_1-trial-8-celsius-pipette,26.83,,,,
1093.9,MeasurementType.INIT-blank-ul-channel_1-trial-8-humidity-pipette,39.02,,,,
1094,MeasurementType.INIT-blank-ul-channel_1-trial-8-celsius-air,21.2,,,,
1094,MeasurementType.INIT-blank-ul-channel_1-trial-8-humidity-air,49.6,,,,
1094.1,MeasurementType.INIT-blank-ul-channel_1-trial-8-pascals-air,1000,,,,
1094.2,MeasurementType.INIT-blank-ul-channel_1-trial-8-celsius-liquid,25,,,,
1094.2,MeasurementType.INIT-blank-ul-channel_1-trial-8-grams-average,200.98,,,,
1094.3,MeasurementType.INIT-blank-ul-channel_1-trial-8-grams-cv,0,,,,
1094.3,MeasurementType.INIT-blank-ul-channel_1-trial-8-grams-min,200.98,,,,
1094.4,MeasurementType.INIT-blank-ul-channel_1-trial-8-grams-max,200.98,,,,
1094.4,MeasurementType.INIT-blank-ul-channel_1-trial-8-samples-start-time,1782308387,,,,
1094.5,MeasurementType.INIT-blank-ul-channel_1-trial-8-samples-duration,9.76,,,,
1094.5,MeasurementType.INIT-blank-ul-channel_1-trial-8-samples-count,50,,,,
1122.6,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-celsius-pipette,26.83,,,,
1122.7,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-humidity-pipette,39.05,,,,
1122.8,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-celsius-air,21.2,,,,
1122.8,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-humidity-air,49.6,,,,
1122.9,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-pascals-air,1000,,,,
1122.9,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-celsius-liquid,25,,,,
1123,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-grams-average,200.97,,,,
1123.1,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-grams-cv,0,,,,
1123.1,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-grams-min,200.97,,,,
1123.2,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-grams-max,200.97,,,,
1123.2,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-samples-start-time,1782308415,,,,
1123.3,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-samples-duration,9.78,,,,
1123.3,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-8-samples-count,50,,,,
1150,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-celsius-pipette,26.83,,,,
1150.1,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-humidity-pipette,38.9,,,,
1150.2,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-celsius-air,21.2,,,,
1150.2,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-humidity-air,49.5,,,,
1150.8,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-pascals-air,1000,,,,
1150.9,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-celsius-liquid,25,,,,
1151,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-grams-average,200.97,,,,
1151.1,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-grams-cv,0,,,,
1151.1,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-grams-min,200.97,,,,
1151.2,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-grams-max,200.97,,,,
1151.2,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-samples-start-time,1782308443,,,,
1151.3,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-samples-duration,9.81,,,,
1151.3,MeasurementType.DISPENSE-blank-ul-channel_1-trial-8-samples-count,50,,,,
1206,MeasurementType.INIT-blank-ul-channel_1-trial-9-celsius-pipette,26.83,,,,
1206.1,MeasurementType.INIT-blank-ul-channel_1-trial-9-humidity-pipette,38.63,,,,
1206.2,MeasurementType.INIT-blank-ul-channel_1-trial-9-celsius-air,21.2,,,,
1206.2,MeasurementType.INIT-blank-ul-channel_1-trial-9-humidity-air,49.1,,,,
1206.3,MeasurementType.INIT-blank-ul-channel_1-trial-9-pascals-air,1000,,,,
1206.3,MeasurementType.INIT-blank-ul-channel_1-trial-9-celsius-liquid,25,,,,
1206.4,MeasurementType.INIT-blank-ul-channel_1-trial-9-grams-average,200.97,,,,
1206.4,MeasurementType.INIT-blank-ul-channel_1-trial-9-grams-cv,0,,,,
1206.5,MeasurementType.INIT-blank-ul-channel_1-trial-9-grams-min,200.97,,,,
1206.5,MeasurementType.INIT-blank-ul-channel_1-trial-9-grams-max,200.97,,,,
1206.6,MeasurementType.INIT-blank-ul-channel_1-trial-9-samples-start-time,1782308499,,,,
1206.7,MeasurementType.INIT-blank-ul-channel_1-trial-9-samples-duration,9.79,,,,
1206.7,MeasurementType.INIT-blank-ul-channel_1-trial-9-samples-count,50,,,,
1234.5,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-celsius-pipette,26.88,,,,
1234.5,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-humidity-pipette,38.6,,,,
1234.6,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-celsius-air,21.2,,,,
1234.6,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-humidity-air,49.1,,,,
1234.7,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-pascals-air,1000,,,,
1234.8,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-celsius-liquid,25,,,,
1234.8,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-grams-average,200.96,,,,
1234.9,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-grams-cv,0,,,,
1234.9,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-grams-min,200.96,,,,
1235,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-grams-max,200.96,,,,
1235,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-samples-start-time,1782308527,,,,
1235.1,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-samples-duration,9.99,,,,
1235.1,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-9-samples-count,51,,,,
1261.9,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-celsius-pipette,26.83,,,,
1261.9,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-humidity-pipette,38.47,,,,
1262,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-celsius-air,21.2,,,,
1262,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-humidity-air,48.9,,,,
1262.1,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-pascals-air,1000,,,,
1262.2,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-celsius-liquid,25,,,,
1262.2,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-grams-average,200.96,,,,
1262.3,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-grams-cv,0,,,,
1262.3,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-grams-min,200.96,,,,
1262.4,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-grams-max,200.96,,,,
1262.4,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-samples-start-time,1782308555,,,,
1262.5,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-samples-duration,9.79,,,,
1262.6,MeasurementType.DISPENSE-blank-ul-channel_1-trial-9-samples-count,50,,,,
1317.5,MeasurementType.INIT-blank-ul-channel_1-trial-10-celsius-pipette,26.83,,,,
1317.6,MeasurementType.INIT-blank-ul-channel_1-trial-10-humidity-pipette,38.31,,,,
1317.6,MeasurementType.INIT-blank-ul-channel_1-trial-10-celsius-air,21.2,,,,
1317.7,MeasurementType.INIT-blank-ul-channel_1-trial-10-humidity-air,48.8,,,,
1317.7,MeasurementType.INIT-blank-ul-channel_1-trial-10-pascals-air,1000,,,,
1317.8,MeasurementType.INIT-blank-ul-channel_1-trial-10-celsius-liquid,25,,,,
1317.9,MeasurementType.INIT-blank-ul-channel_1-trial-10-grams-average,200.96,,,,
1317.9,MeasurementType.INIT-blank-ul-channel_1-trial-10-grams-cv,0,,,,
1318,MeasurementType.INIT-blank-ul-channel_1-trial-10-grams-min,200.96,,,,
1318,MeasurementType.INIT-blank-ul-channel_1-trial-10-grams-max,200.96,,,,
1318.1,MeasurementType.INIT-blank-ul-channel_1-trial-10-samples-start-time,1782308610,,,,
1318.1,MeasurementType.INIT-blank-ul-channel_1-trial-10-samples-duration,9.75,,,,
1318.2,MeasurementType.INIT-blank-ul-channel_1-trial-10-samples-count,50,,,,
1345.8,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-celsius-pipette,26.88,,,,
1345.9,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-humidity-pipette,38.75,,,,
1346,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-celsius-air,21.2,,,,
1346,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-humidity-air,49,,,,
1346.1,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-pascals-air,1000,,,,
1346.1,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-celsius-liquid,25,,,,
1346.2,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-grams-average,200.95,,,,
1346.2,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-grams-cv,0,,,,
1346.3,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-grams-min,200.95,,,,
1346.4,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-grams-max,200.95,,,,
1346.4,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-samples-start-time,1782308639,,,,
1346.5,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-samples-duration,9.78,,,,
1346.5,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-10-samples-count,50,,,,
1373.4,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-celsius-pipette,26.83,,,,
1373.5,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-humidity-pipette,39.63,,,,
1373.6,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-celsius-air,21.2,,,,
1373.7,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-humidity-air,49.6,,,,
1373.8,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-pascals-air,1000,,,,
1373.8,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-celsius-liquid,25,,,,
1373.9,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-grams-average,200.95,,,,
1373.9,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-grams-cv,0,,,,
1374,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-grams-min,200.95,,,,
1374,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-grams-max,200.95,,,,
1374.1,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-samples-start-time,1782308666,,,,
1374.1,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-samples-duration,9.81,,,,
1374.2,MeasurementType.DISPENSE-blank-ul-channel_1-trial-10-samples-count,50,,,,
1518.3,MeasurementType.INIT-1.0-ul-channel_1-trial-1-celsius-pipette,26.88,,,,
1518.4,MeasurementType.INIT-1.0-ul-channel_1-trial-1-humidity-pipette,39.94,,,,
1518.4,MeasurementType.INIT-1.0-ul-channel_1-trial-1-celsius-air,21.3,,,,
1518.5,MeasurementType.INIT-1.0-ul-channel_1-trial-1-humidity-air,51.4,,,,
1518.5,MeasurementType.INIT-1.0-ul-channel_1-trial-1-pascals-air,1000,,,,
1518.6,MeasurementType.INIT-1.0-ul-channel_1-trial-1-celsius-liquid,25,,,,
1518.7,MeasurementType.INIT-1.0-ul-channel_1-trial-1-grams-average,200.94,,,,
1518.7,MeasurementType.INIT-1.0-ul-channel_1-trial-1-grams-cv,0,,,,
1518.8,MeasurementType.INIT-1.0-ul-channel_1-trial-1-grams-min,200.94,,,,
1518.8,MeasurementType.INIT-1.0-ul-channel_1-trial-1-grams-max,200.94,,,,
1518.9,MeasurementType.INIT-1.0-ul-channel_1-trial-1-samples-start-time,1782308811,,,,
1519,MeasurementType.INIT-1.0-ul-channel_1-trial-1-samples-duration,9.78,,,,
1519,MeasurementType.INIT-1.0-ul-channel_1-trial-1-samples-count,50,,,,
1548.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-celsius-pipette,26.9,,,,
1548.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-humidity-pipette,40.09,,,,
1548.5,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-celsius-air,21.3,,,,
1548.5,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-humidity-air,51.2,,,,
1548.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-pascals-air,1000,,,,
1548.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-celsius-liquid,25,,,,
1548.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-grams-average,200.82,,,,
1548.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-grams-cv,0,,,,
1548.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-grams-min,200.82,,,,
1549.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-grams-max,200.82,,,,
1549.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-samples-start-time,1782308841,,,,
1549.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-samples-duration,9.76,,,,
1549.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-1-samples-count,50,,,,
1577.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-celsius-pipette,26.9,,,,
1577.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-humidity-pipette,40.03,,,,
1577.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-celsius-air,21.3,,,,
1578,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-humidity-air,50.9,,,,
1578,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-pascals-air,1000,,,,
1578.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-celsius-liquid,25,,,,
1578.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-grams-average,200.92,,,,
1578.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-grams-cv,0,,,,
1578.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-grams-min,200.92,,,,
1578.3,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-grams-max,200.92,,,,
1578.4,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-samples-start-time,1782308872,,,,
1578.4,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-samples-duration,8.61,,,,
1578.5,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-1-samples-count,44,,,,
1647.1,MeasurementType.INIT-1.0-ul-channel_1-trial-2-celsius-pipette,26.86,,,,
1647.1,MeasurementType.INIT-1.0-ul-channel_1-trial-2-humidity-pipette,39.67,,,,
1647.5,MeasurementType.INIT-1.0-ul-channel_1-trial-2-celsius-air,21.3,,,,
1647.6,MeasurementType.INIT-1.0-ul-channel_1-trial-2-humidity-air,50.3,,,,
1647.6,MeasurementType.INIT-1.0-ul-channel_1-trial-2-pascals-air,1000,,,,
1647.7,MeasurementType.INIT-1.0-ul-channel_1-trial-2-celsius-liquid,25,,,,
1647.7,MeasurementType.INIT-1.0-ul-channel_1-trial-2-grams-average,200.92,,,,
1647.8,MeasurementType.INIT-1.0-ul-channel_1-trial-2-grams-cv,0,,,,
1647.9,MeasurementType.INIT-1.0-ul-channel_1-trial-2-grams-min,200.92,,,,
1647.9,MeasurementType.INIT-1.0-ul-channel_1-trial-2-grams-max,200.92,,,,
1648,MeasurementType.INIT-1.0-ul-channel_1-trial-2-samples-start-time,1782308940,,,,
1648,MeasurementType.INIT-1.0-ul-channel_1-trial-2-samples-duration,9.78,,,,
1648.1,MeasurementType.INIT-1.0-ul-channel_1-trial-2-samples-count,50,,,,
1676.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-celsius-pipette,26.83,,,,
1676.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-humidity-pipette,39.5,,,,
1676.5,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-celsius-air,21.3,,,,
1676.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-humidity-air,50.1,,,,
1676.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-pascals-air,1000,,,,
1676.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-celsius-liquid,25,,,,
1676.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-grams-average,200.81,,,,
1676.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-grams-cv,0,,,,
1676.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-grams-min,200.81,,,,
1676.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-grams-max,200.81,,,,
1677,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-samples-start-time,1782308969,,,,
1677,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-samples-duration,9.79,,,,
1677.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-2-samples-count,50,,,,
1705.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-celsius-pipette,26.83,,,,
1705.3,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-humidity-pipette,39.41,,,,
1705.7,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-celsius-air,21.3,,,,
1705.7,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-humidity-air,49.9,,,,
1705.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-pascals-air,1000,,,,
1705.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-celsius-liquid,25,,,,
1705.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-grams-average,200.91,,,,
1706,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-grams-cv,0,,,,
1706,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-grams-min,200.91,,,,
1706.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-grams-max,200.91,,,,
1706.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-samples-start-time,1782309000,,,,
1706.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-samples-duration,7.81,,,,
1706.3,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-2-samples-count,40,,,,
1776.1,MeasurementType.INIT-1.0-ul-channel_1-trial-3-celsius-pipette,26.88,,,,
1776.2,MeasurementType.INIT-1.0-ul-channel_1-trial-3-humidity-pipette,39.12,,,,
1776.3,MeasurementType.INIT-1.0-ul-channel_1-trial-3-celsius-air,21.3,,,,
1776.4,MeasurementType.INIT-1.0-ul-channel_1-trial-3-humidity-air,49.6,,,,
1776.5,MeasurementType.INIT-1.0-ul-channel_1-trial-3-pascals-air,1000,,,,
1777,MeasurementType.INIT-1.0-ul-channel_1-trial-3-celsius-liquid,25,,,,
1777.1,MeasurementType.INIT-1.0-ul-channel_1-trial-3-grams-average,200.91,,,,
1777.1,MeasurementType.INIT-1.0-ul-channel_1-trial-3-grams-cv,0,,,,
1777.2,MeasurementType.INIT-1.0-ul-channel_1-trial-3-grams-min,200.91,,,,
1777.2,MeasurementType.INIT-1.0-ul-channel_1-trial-3-grams-max,200.91,,,,
1777.3,MeasurementType.INIT-1.0-ul-channel_1-trial-3-samples-start-time,1782309069,,,,
1777.3,MeasurementType.INIT-1.0-ul-channel_1-trial-3-samples-duration,9.76,,,,
1777.4,MeasurementType.INIT-1.0-ul-channel_1-trial-3-samples-count,50,,,,
1805.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-celsius-pipette,26.83,,,,
1805.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-humidity-pipette,39.12,,,,
1805.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-celsius-air,21.3,,,,
1805.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-humidity-air,49.5,,,,
1805.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-pascals-air,1000,,,,
1806,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-celsius-liquid,25,,,,
1806,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-grams-average,200.8,,,,
1806.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-grams-cv,0,,,,
1806.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-grams-min,200.8,,,,
1806.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-grams-max,200.8,,,,
1806.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-samples-start-time,1782309098,,,,
1806.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-samples-duration,9.82,,,,
1806.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-3-samples-count,50,,,,
1834.4,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-celsius-pipette,26.79,,,,
1834.5,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-humidity-pipette,39.01,,,,
1834.5,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-celsius-air,21.3,,,,
1834.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-humidity-air,49.3,,,,
1834.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-pascals-air,1000,,,,
1834.7,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-celsius-liquid,25,,,,
1834.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-grams-average,200.89,,,,
1834.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-grams-cv,0,,,,
1834.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-grams-min,200.89,,,,
1834.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-grams-max,200.89,,,,
1835,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-samples-start-time,1782309127,,,,
1835.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-samples-duration,9.8,,,,
1835.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-3-samples-count,50,,,,
1904,MeasurementType.INIT-1.0-ul-channel_1-trial-4-celsius-pipette,26.83,,,,
1904.1,MeasurementType.INIT-1.0-ul-channel_1-trial-4-humidity-pipette,38.92,,,,
1904.1,MeasurementType.INIT-1.0-ul-channel_1-trial-4-celsius-air,21.3,,,,
1904.2,MeasurementType.INIT-1.0-ul-channel_1-trial-4-humidity-air,49,,,,
1904.2,MeasurementType.INIT-1.0-ul-channel_1-trial-4-pascals-air,1000,,,,
1904.3,MeasurementType.INIT-1.0-ul-channel_1-trial-4-celsius-liquid,25,,,,
1904.4,MeasurementType.INIT-1.0-ul-channel_1-trial-4-grams-average,200.89,,,,
1904.4,MeasurementType.INIT-1.0-ul-channel_1-trial-4-grams-cv,0,,,,
1904.5,MeasurementType.INIT-1.0-ul-channel_1-trial-4-grams-min,200.89,,,,
1904.5,MeasurementType.INIT-1.0-ul-channel_1-trial-4-grams-max,200.89,,,,
1904.6,MeasurementType.INIT-1.0-ul-channel_1-trial-4-samples-start-time,1782309197,,,,
1904.6,MeasurementType.INIT-1.0-ul-channel_1-trial-4-samples-duration,9.8,,,,
1904.7,MeasurementType.INIT-1.0-ul-channel_1-trial-4-samples-count,50,,,,
1932.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-celsius-pipette,26.83,,,,
1933,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-humidity-pipette,38.75,,,,
1933,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-celsius-air,21.3,,,,
1933.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-humidity-air,48.8,,,,
1933.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-pascals-air,1000,,,,
1933.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-celsius-liquid,25,,,,
1933.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-grams-average,200.78,,,,
1933.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-grams-cv,0,,,,
1933.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-grams-min,200.78,,,,
1933.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-grams-max,200.78,,,,
1933.5,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-samples-start-time,1782309226,,,,
1933.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-samples-duration,9.81,,,,
1933.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-4-samples-count,50,,,,
1961.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-celsius-pipette,26.81,,,,
1961.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-humidity-pipette,38.69,,,,
1962,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-celsius-air,21.3,,,,
1962,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-humidity-air,48.8,,,,
1962.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-pascals-air,1000,,,,
1962.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-celsius-liquid,25,,,,
1962.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-grams-average,200.88,,,,
