copy,copy,copy,copy,,RETEST---.>>,,THIS IS NOT READY TO USE,,,,
2593.6,measure-dispense-blank-ul-channel_1-trial-7-celsius-air,20.2,,,,,,,,,
2593.7,measure-dispense-blank-ul-channel_1-trial-7-humidity-air,4.99E+01,,,,,,,,,
2593.8,measure-dispense-blank-ul-channel_1-trial-7-pascals-air,1.00E+03,,,,,,,,,
2593.8,measure-dispense-blank-ul-channel_1-trial-7-celsius-liquid,2.50E+01,,,,,,,,,
2593.9,measure-dispense-blank-ul-channel_1-trial-7-grams-average,19.528188,,,,,,,,,
2594,measure-dispense-blank-ul-channel_1-trial-7-grams-cv,1.68E-06,,,,,,,,,
2594,measure-dispense-blank-ul-channel_1-trial-7-grams-min,1.95E+01,,,,,,,,,
2594.1,measure-dispense-blank-ul-channel_1-trial-7-grams-max,1.95E+01,,,,,,,,,
2594.2,measure-dispense-blank-ul-channel_1-trial-7-samples-start-time,1.78E+09,,,,,,,,,
2594.3,measure-dispense-blank-ul-channel_1-trial-7-samples-duration,9.7798388,,,,,,,,,
2594.3,measure-dispense-blank-ul-channel_1-trial-7-samples-count,5.00E+01,,,,,,,,,
2608.4,measure-init-blank-ul-channel_1-trial-8-celsius-pipette,2.54E+01,,,,,,,,,
2608.4,measure-init-blank-ul-channel_1-trial-8-humidity-pipette,5.59E+01,,,,,,,,,
2608.5,measure-init-blank-ul-channel_1-trial-8-celsius-air,20.2,,,,,,,,,
2608.6,measure-init-blank-ul-channel_1-trial-8-humidity-air,5.00E+01,,,,,,,,,
2608.7,measure-init-blank-ul-channel_1-trial-8-pascals-air,1.00E+03,,,,,,,,,
2608.7,measure-init-blank-ul-channel_1-trial-8-celsius-liquid,2.50E+01,,,,,,,,,
2608.8,measure-init-blank-ul-channel_1-trial-8-grams-average,19.5281,,,,,,,,,
2608.9,measure-init-blank-ul-channel_1-trial-8-grams-cv,0.00E+00,,,,,,,,,
2608.9,measure-init-blank-ul-channel_1-trial-8-grams-min,1.95E+01,,,,,,,,,
2609,measure-init-blank-ul-channel_1-trial-8-grams-max,1.95E+01,,,,,,,,,
2609.1,measure-init-blank-ul-channel_1-trial-8-samples-start-time,1.78E+09,,,,,,,,,
2609.1,measure-init-blank-ul-channel_1-trial-8-samples-duration,9.782394886,,,,,,,,,
2609.2,measure-init-blank-ul-channel_1-trial-8-samples-count,5.00E+01,,,,,,,,,
2631.3,measure-aspirate-blank-ul-channel_1-trial-8-celsius-pipette,2.54E+01,,,,,,,,,
2631.4,measure-aspirate-blank-ul-channel_1-trial-8-humidity-pipette,5.59E+01,,,,,,,,,
2631.4,measure-aspirate-blank-ul-channel_1-trial-8-celsius-air,20.2,,,,,,,,,
2631.5,measure-aspirate-blank-ul-channel_1-trial-8-humidity-air,5.02E+01,,,,,,,,,
2631.6,measure-aspirate-blank-ul-channel_1-trial-8-pascals-air,1.00E+03,,,,,,,,,
2631.6,measure-aspirate-blank-ul-channel_1-trial-8-celsius-liquid,2.50E+01,,,,,,,,,
2631.7,measure-aspirate-blank-ul-channel_1-trial-8-grams-average,19.528028,,,,,,,,,
2631.8,measure-aspirate-blank-ul-channel_1-trial-8-grams-cv,2.32E-06,,,,,,,,,
2631.8,measure-aspirate-blank-ul-channel_1-trial-8-grams-min,1.95E+01,,,,,,,,,
2631.9,measure-aspirate-blank-ul-channel_1-trial-8-grams-max,1.95E+01,,,,,,,,,
2632,measure-aspirate-blank-ul-channel_1-trial-8-samples-start-time,1.78E+09,,,,,,,,,
2632,measure-aspirate-blank-ul-channel_1-trial-8-samples-duration,9.791465044,,,,,,,,,
2632.1,measure-aspirate-blank-ul-channel_1-trial-8-samples-count,5.00E+01,,,,,,,,,
2654.3,measure-dispense-blank-ul-channel_1-trial-8-celsius-pipette,2.54E+01,,,,,,,,,
2654.4,measure-dispense-blank-ul-channel_1-trial-8-humidity-pipette,5.59E+01,,,,,,,,,
2654.5,measure-dispense-blank-ul-channel_1-trial-8-celsius-air,20.2,,,,,,,,,
2654.5,measure-dispense-blank-ul-channel_1-trial-8-humidity-air,5.06E+01,,,,,,,,,
2654.6,measure-dispense-blank-ul-channel_1-trial-8-pascals-air,1.00E+03,,,,,,,,,
2654.7,measure-dispense-blank-ul-channel_1-trial-8-celsius-liquid,2.50E+01,,,,,,,,,
2654.7,measure-dispense-blank-ul-channel_1-trial-8-grams-average,19.527952,,,,,,,,,
2654.8,measure-dispense-blank-ul-channel_1-trial-8-grams-cv,2.58E-06,,,,,,,,,
2654.9,measure-dispense-blank-ul-channel_1-trial-8-grams-min,1.95E+01,,,,,,,,,
2654.9,measure-dispense-blank-ul-channel_1-trial-8-grams-max,1.95E+01,,,,,,,,,
2655,measure-dispense-blank-ul-channel_1-trial-8-samples-start-time,1.78E+09,,,,,,,,,
2655.1,measure-dispense-blank-ul-channel_1-trial-8-samples-duration,9.782790184,,,,,,,,,
2655.2,measure-dispense-blank-ul-channel_1-trial-8-samples-count,5.00E+01,,,,,,,,,
2669.2,measure-init-blank-ul-channel_1-trial-9-celsius-pipette,2.54E+01,,,,,,,,,
2669.3,measure-init-blank-ul-channel_1-trial-9-humidity-pipette,5.58E+01,,,,,,,,,
2669.3,measure-init-blank-ul-channel_1-trial-9-celsius-air,20.2,,,,,,,,,
2669.4,measure-init-blank-ul-channel_1-trial-9-humidity-air,5.09E+01,,,,,,,,,
2669.5,measure-init-blank-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,
2669.5,measure-init-blank-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,
2669.6,measure-init-blank-ul-channel_1-trial-9-grams-average,19.5279,,,,,,,,,
2669.7,measure-init-blank-ul-channel_1-trial-9-grams-cv,0.00E+00,,,,,,,,,
2669.7,measure-init-blank-ul-channel_1-trial-9-grams-min,1.95E+01,,,,,,,,,
2669.8,measure-init-blank-ul-channel_1-trial-9-grams-max,1.95E+01,,,,,,,,,
2669.9,measure-init-blank-ul-channel_1-trial-9-samples-start-time,1.78E+09,,,,,,,,,
2669.9,measure-init-blank-ul-channel_1-trial-9-samples-duration,9.774489403,,,,,,,,,
2670,measure-init-blank-ul-channel_1-trial-9-samples-count,5.00E+01,,,,,,,,,
2692.1,measure-aspirate-blank-ul-channel_1-trial-9-celsius-pipette,2.55E+01,,,,,,,,,
2692.1,measure-aspirate-blank-ul-channel_1-trial-9-humidity-pipette,5.61E+01,,,,,,,,,
2692.2,measure-aspirate-blank-ul-channel_1-trial-9-celsius-air,20.2,,,,,,,,,
2692.3,measure-aspirate-blank-ul-channel_1-trial-9-humidity-air,5.16E+01,,,,,,,,,
2692.3,measure-aspirate-blank-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,
2692.4,measure-aspirate-blank-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,
2692.5,measure-aspirate-blank-ul-channel_1-trial-9-grams-average,19.5278,,,,,,,,,
2692.5,measure-aspirate-blank-ul-channel_1-trial-9-grams-cv,0.00E+00,,,,,,,,,
2692.6,measure-aspirate-blank-ul-channel_1-trial-9-grams-min,1.95E+01,,,,,,,,,
2692.7,measure-aspirate-blank-ul-channel_1-trial-9-grams-max,1.95E+01,,,,,,,,,
2692.7,measure-aspirate-blank-ul-channel_1-trial-9-samples-start-time,1.78E+09,,,,,,,,,
2692.8,measure-aspirate-blank-ul-channel_1-trial-9-samples-duration,9.779609919,,,,,,,,,
2692.9,measure-aspirate-blank-ul-channel_1-trial-9-samples-count,5.00E+01,,,,,,,,,
2715,measure-dispense-blank-ul-channel_1-trial-9-celsius-pipette,2.55E+01,,,,,,,,,
2715.1,measure-dispense-blank-ul-channel_1-trial-9-humidity-pipette,5.61E+01,,,,,,,,,
2715.2,measure-dispense-blank-ul-channel_1-trial-9-celsius-air,20.2,,,,,,,,,
2715.2,measure-dispense-blank-ul-channel_1-trial-9-humidity-air,5.22E+01,,,,,,,,,
2715.3,measure-dispense-blank-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,
2715.4,measure-dispense-blank-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,
2715.4,measure-dispense-blank-ul-channel_1-trial-9-grams-average,19.527722,,,,,,,,,
2715.5,measure-dispense-blank-ul-channel_1-trial-9-grams-cv,2.14E-06,,,,,,,,,
2715.6,measure-dispense-blank-ul-channel_1-trial-9-grams-min,1.95E+01,,,,,,,,,
2715.7,measure-dispense-blank-ul-channel_1-trial-9-grams-max,1.95E+01,,,,,,,,,
2715.7,measure-dispense-blank-ul-channel_1-trial-9-samples-start-time,1.78E+09,,,,,,,,,
2715.8,measure-dispense-blank-ul-channel_1-trial-9-samples-duration,9.77849555,,,,,,,,,
2715.9,measure-dispense-blank-ul-channel_1-trial-9-samples-count,5.00E+01,,,,,,,,,
2729.9,measure-init-blank-ul-channel_1-trial-10-celsius-pipette,2.55E+01,,,,,,,,,
2730,measure-init-blank-ul-channel_1-trial-10-humidity-pipette,5.62E+01,,,,,,,,,
2730,measure-init-blank-ul-channel_1-trial-10-celsius-air,20.2,,,,,,,,,
2730.1,measure-init-blank-ul-channel_1-trial-10-humidity-air,5.25E+01,,,,,,,,,
2730.2,measure-init-blank-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,
2730.2,measure-init-blank-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,
2730.3,measure-init-blank-ul-channel_1-trial-10-grams-average,19.527658,,,,,,,,,
2730.4,measure-init-blank-ul-channel_1-trial-10-grams-cv,2.55E-06,,,,,,,,,
2730.4,measure-init-blank-ul-channel_1-trial-10-grams-min,1.95E+01,,,,,,,,,
2730.5,measure-init-blank-ul-channel_1-trial-10-grams-max,1.95E+01,,,,,,,,,
2730.6,measure-init-blank-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,
2730.7,measure-init-blank-ul-channel_1-trial-10-samples-duration,9.776128769,,,,,,,,,
2730.7,measure-init-blank-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,
2752.8,measure-aspirate-blank-ul-channel_1-trial-10-celsius-pipette,2.55E+01,,,,,,,,,
2752.8,measure-aspirate-blank-ul-channel_1-trial-10-humidity-pipette,5.62E+01,,,,,,,,,
2752.9,measure-aspirate-blank-ul-channel_1-trial-10-celsius-air,20.2,,,,,,,,,
2753,measure-aspirate-blank-ul-channel_1-trial-10-humidity-air,5.26E+01,,,,,,,,,
2753,measure-aspirate-blank-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,
2753.1,measure-aspirate-blank-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,
2753.2,measure-aspirate-blank-ul-channel_1-trial-10-grams-average,19.5276,,,,,,,,,
2753.3,measure-aspirate-blank-ul-channel_1-trial-10-grams-cv,0.00E+00,,,,,,,,,
2753.3,measure-aspirate-blank-ul-channel_1-trial-10-grams-min,1.95E+01,,,,,,,,,
2753.4,measure-aspirate-blank-ul-channel_1-trial-10-grams-max,1.95E+01,,,,,,,,,
2753.5,measure-aspirate-blank-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,
2753.5,measure-aspirate-blank-ul-channel_1-trial-10-samples-duration,9.778496504,,,,,,,,,
2753.6,measure-aspirate-blank-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,
2775.8,measure-dispense-blank-ul-channel_1-trial-10-celsius-pipette,2.55E+01,,,,,,,,,
2775.9,measure-dispense-blank-ul-channel_1-trial-10-humidity-pipette,5.60E+01,,,,,,,,,
2775.9,measure-dispense-blank-ul-channel_1-trial-10-celsius-air,20.2,,,,,,,,,
2776,measure-dispense-blank-ul-channel_1-trial-10-humidity-air,5.23E+01,,,,,,,,,
2776.1,measure-dispense-blank-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,
2776.1,measure-dispense-blank-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,
2776.2,measure-dispense-blank-ul-channel_1-trial-10-grams-average,19.5275,,,,,,,,,
2776.3,measure-dispense-blank-ul-channel_1-trial-10-grams-cv,0.00E+00,,,,,,,,,
2776.3,measure-dispense-blank-ul-channel_1-trial-10-grams-min,1.95E+01,,,,,,,,,
2776.4,measure-dispense-blank-ul-channel_1-trial-10-grams-max,1.95E+01,,,,,,,,,
2776.5,measure-dispense-blank-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,
2776.5,measure-dispense-blank-ul-channel_1-trial-10-samples-duration,9.820898294,,,,,,,,,
2776.6,measure-dispense-blank-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,
903.2,measure-init-5.0-ul-channel_1-trial-1-celsius-pipette,2.36E+01,,,,,,,,,
903.3,measure-init-5.0-ul-channel_1-trial-1-humidity-pipette,6.14E+01,,,,,,,,,
903.3,measure-init-5.0-ul-channel_1-trial-1-celsius-air,20.2,,,,,,,,,
903.4,measure-init-5.0-ul-channel_1-trial-1-humidity-air,5.27E+01,,,,,,,,,
903.4,measure-init-5.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,
903.5,measure-init-5.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,
903.6,measure-init-5.0-ul-channel_1-trial-1-grams-average,19.5336,,,,,,,,,
903.6,measure-init-5.0-ul-channel_1-trial-1-grams-cv,0.00E+00,,,,,,,,,
903.7,measure-init-5.0-ul-channel_1-trial-1-grams-min,1.95E+01,,,,,,,,,
903.7,measure-init-5.0-ul-channel_1-trial-1-grams-max,1.95E+01,,,,,,,,,
903.8,measure-init-5.0-ul-channel_1-trial-1-samples-start-time,1.78E+09,,,,,,,,,
903.9,measure-init-5.0-ul-channel_1-trial-1-samples-duration,9.776927471,,,,,,,,,
903.9,measure-init-5.0-ul-channel_1-trial-1-samples-count,5.00E+01,,,,,,,,,
926.8,measure-aspirate-5.0-ul-channel_1-trial-1-celsius-pipette,2.37E+01,,,,,,,,,
926.9,measure-aspirate-5.0-ul-channel_1-trial-1-humidity-pipette,6.14E+01,,,,,,,,,
927,measure-aspirate-5.0-ul-channel_1-trial-1-celsius-air,20.2,,,,,,,,,
927,measure-aspirate-5.0-ul-channel_1-trial-1-humidity-air,5.27E+01,,,,,,,,,
927.1,measure-aspirate-5.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,
927.2,measure-aspirate-5.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,
927.2,measure-aspirate-5.0-ul-channel_1-trial-1-grams-average,19.528486,,,,,,,,,
927.3,measure-aspirate-5.0-ul-channel_1-trial-1-grams-cv,1.79E-06,,,,,,,,,
927.4,measure-aspirate-5.0-ul-channel_1-trial-1-grams-min,1.95E+01,,,,,,,,,
927.4,measure-aspirate-5.0-ul-channel_1-trial-1-grams-max,1.95E+01,,,,,,,,,
927.5,measure-aspirate-5.0-ul-channel_1-trial-1-samples-start-time,1.78E+09,,,,,,,,,
927.5,measure-aspirate-5.0-ul-channel_1-trial-1-samples-duration,9.777312994,,,,,,,,,
927.6,measure-aspirate-5.0-ul-channel_1-trial-1-samples-count,5.00E+01,,,,,,,,,
950.3,measure-dispense-5.0-ul-channel_1-trial-1-celsius-pipette,2.37E+01,,,,,,,,,
950.4,measure-dispense-5.0-ul-channel_1-trial-1-humidity-pipette,6.12E+01,,,,,,,,,
950.5,measure-dispense-5.0-ul-channel_1-trial-1-celsius-air,20.2,,,,,,,,,
950.5,measure-dispense-5.0-ul-channel_1-trial-1-humidity-air,5.28E+01,,,,,,,,,
950.6,measure-dispense-5.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,
950.6,measure-dispense-5.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,
950.7,measure-dispense-5.0-ul-channel_1-trial-1-grams-average,19.5334,,,,,,,,,
950.8,measure-dispense-5.0-ul-channel_1-trial-1-grams-cv,0.00E+00,,,,,,,,,
950.8,measure-dispense-5.0-ul-channel_1-trial-1-grams-min,1.95E+01,,,,,,,,,
950.9,measure-dispense-5.0-ul-channel_1-trial-1-grams-max,19.5334,,,,,,,,,
951,measure-dispense-5.0-ul-channel_1-trial-1-samples-start-time,1.78E+09,,,,,,,,,
951,measure-dispense-5.0-ul-channel_1-trial-1-samples-duration,9.777924061,,,,,,,,,
951.1,measure-dispense-5.0-ul-channel_1-trial-1-samples-count,50,,,,,,,,,
1009.5,measure-init-5.0-ul-channel_1-trial-2-celsius-pipette,2.38E+01,,,,,,,,,
1009.6,measure-init-5.0-ul-channel_1-trial-2-humidity-pipette,6.11E+01,,,,,,,,,
1009.6,measure-init-5.0-ul-channel_1-trial-2-celsius-air,20.2,,,,,,,,,
1009.7,measure-init-5.0-ul-channel_1-trial-2-humidity-air,5.24E+01,,,,,,,,,
1009.8,measure-init-5.0-ul-channel_1-trial-2-pascals-air,1.00E+03,,,,,,,,,
1009.8,measure-init-5.0-ul-channel_1-trial-2-celsius-liquid,2.50E+01,,,,,,,,,
1009.9,measure-init-5.0-ul-channel_1-trial-2-grams-average,19.533202,,,,,,,,,
1010,measure-init-5.0-ul-channel_1-trial-2-grams-cv,7.24E-07,,,,,,,,,
1010,measure-init-5.0-ul-channel_1-trial-2-grams-min,1.95E+01,,,,,,,,,
1010.1,measure-init-5.0-ul-channel_1-trial-2-grams-max,1.95E+01,,,,,,,,,
1010.2,measure-init-5.0-ul-channel_1-trial-2-samples-start-time,1.78E+09,,,,,,,,,
1010.2,measure-init-5.0-ul-channel_1-trial-2-samples-duration,9.833417892,,,,,,,,,
1010.3,measure-init-5.0-ul-channel_1-trial-2-samples-count,5.00E+01,,,,,,,,,
1033.3,measure-aspirate-5.0-ul-channel_1-trial-2-celsius-pipette,2.38E+01,,,,,,,,,
1033.3,measure-aspirate-5.0-ul-channel_1-trial-2-humidity-pipette,6.09E+01,,,,,,,,,
1033.4,measure-aspirate-5.0-ul-channel_1-trial-2-celsius-air,20.2,,,,,,,,,
1033.5,measure-aspirate-5.0-ul-channel_1-trial-2-humidity-air,5.22E+01,,,,,,,,,
1033.5,measure-aspirate-5.0-ul-channel_1-trial-2-pascals-air,1.00E+03,,,,,,,,,
1033.6,measure-aspirate-5.0-ul-channel_1-trial-2-celsius-liquid,2.50E+01,,,,,,,,,
1033.6,measure-aspirate-5.0-ul-channel_1-trial-2-grams-average,19.528176,,,,,,,,,
1033.7,measure-aspirate-5.0-ul-channel_1-trial-2-grams-cv,2.21E-06,,,,,,,,,
1033.8,measure-aspirate-5.0-ul-channel_1-trial-2-grams-min,1.95E+01,,,,,,,,,
1033.8,measure-aspirate-5.0-ul-channel_1-trial-2-grams-max,1.95E+01,,,,,,,,,
1033.9,measure-aspirate-5.0-ul-channel_1-trial-2-samples-start-time,1.78E+09,,,,,,,,,
1034,measure-aspirate-5.0-ul-channel_1-trial-2-samples-duration,9.776073933,,,,,,,,,
1034,measure-aspirate-5.0-ul-channel_1-trial-2-samples-count,5.00E+01,,,,,,,,,
1056.8,measure-dispense-5.0-ul-channel_1-trial-2-celsius-pipette,2.39E+01,,,,,,,,,
1056.9,measure-dispense-5.0-ul-channel_1-trial-2-humidity-pipette,6.08E+01,,,,,,,,,
1056.9,measure-dispense-5.0-ul-channel_1-trial-2-celsius-air,20.2,,,,,,,,,
1057,measure-dispense-5.0-ul-channel_1-trial-2-humidity-air,5.18E+01,,,,,,,,,
1057.1,measure-dispense-5.0-ul-channel_1-trial-2-pascals-air,1.00E+03,,,,,,,,,
1057.1,measure-dispense-5.0-ul-channel_1-trial-2-celsius-liquid,2.50E+01,,,,,,,,,
1057.2,measure-dispense-5.0-ul-channel_1-trial-2-grams-average,19.5331,,,,,,,,,
1057.2,measure-dispense-5.0-ul-channel_1-trial-2-grams-cv,0.00E+00,,,,,,,,,
1057.3,measure-dispense-5.0-ul-channel_1-trial-2-grams-min,1.95E+01,,,,,,,,,
1057.4,measure-dispense-5.0-ul-channel_1-trial-2-grams-max,1.95E+01,,,,,,,,,
1057.4,measure-dispense-5.0-ul-channel_1-trial-2-samples-start-time,1.78E+09,,,,,,,,,
1057.5,measure-dispense-5.0-ul-channel_1-trial-2-samples-duration,9.833417892,,,,,,,,,
1057.6,measure-dispense-5.0-ul-channel_1-trial-2-samples-count,5.00E+01,,,,,,,,,
1116.3,measure-init-5.0-ul-channel_1-trial-3-celsius-pipette,2.39E+01,,,,,,,,,
1116.3,measure-init-5.0-ul-channel_1-trial-3-humidity-pipette,6.06E+01,,,,,,,,,
1116.4,measure-init-5.0-ul-channel_1-trial-3-celsius-air,20.1,,,,,,,,,
1116.4,measure-init-5.0-ul-channel_1-trial-3-humidity-air,5.09E+01,,,,,,,,,
1116.5,measure-init-5.0-ul-channel_1-trial-3-pascals-air,1.00E+03,,,,,,,,,
1116.6,measure-init-5.0-ul-channel_1-trial-3-celsius-liquid,2.50E+01,,,,,,,,,
1116.6,measure-init-5.0-ul-channel_1-trial-3-grams-average,19.533,,,,,,,,,
1116.7,measure-init-5.0-ul-channel_1-trial-3-grams-cv,0.00E+00,,,,,,,,,
1116.8,measure-init-5.0-ul-channel_1-trial-3-grams-min,1.95E+01,,,,,,,,,
1116.8,measure-init-5.0-ul-channel_1-trial-3-grams-max,1.95E+01,,,,,,,,,
1116.9,measure-init-5.0-ul-channel_1-trial-3-samples-start-time,1.78E+09,,,,,,,,,
1117,measure-init-5.0-ul-channel_1-trial-3-samples-duration,9.775912762,,,,,,,,,
1117,measure-init-5.0-ul-channel_1-trial-3-samples-count,5.00E+01,,,,,,,,,
1140,measure-aspirate-5.0-ul-channel_1-trial-3-celsius-pipette,2.40E+01,,,,,,,,,
1140.1,measure-aspirate-5.0-ul-channel_1-trial-3-humidity-pipette,6.02E+01,,,,,,,,,
1140.1,measure-aspirate-5.0-ul-channel_1-trial-3-celsius-air,20.2,,,,,,,,,
1140.2,measure-aspirate-5.0-ul-channel_1-trial-3-humidity-air,5.08E+01,,,,,,,,,
1140.3,measure-aspirate-5.0-ul-channel_1-trial-3-pascals-air,1.00E+03,,,,,,,,,
1140.3,measure-aspirate-5.0-ul-channel_1-trial-3-celsius-liquid,2.50E+01,,,,,,,,,
1140.4,measure-aspirate-5.0-ul-channel_1-trial-3-grams-average,19.527916,,,,,,,,,
1140.4,measure-aspirate-5.0-ul-channel_1-trial-3-grams-cv,1.90E-06,,,,,,,,,
1140.5,measure-aspirate-5.0-ul-channel_1-trial-3-grams-min,1.95E+01,,,,,,,,,
1140.6,measure-aspirate-5.0-ul-channel_1-trial-3-grams-max,1.95E+01,,,,,,,,,
1140.6,measure-aspirate-5.0-ul-channel_1-trial-3-samples-start-time,1.78E+09,,,,,,,,,
1140.7,measure-aspirate-5.0-ul-channel_1-trial-3-samples-duration,9.823687315,,,,,,,,,
1140.8,measure-aspirate-5.0-ul-channel_1-trial-3-samples-count,5.00E+01,,,,,,,,,
1163.6,measure-dispense-5.0-ul-channel_1-trial-3-celsius-pipette,2.41E+01,,,,,,,,,
1163.7,measure-dispense-5.0-ul-channel_1-trial-3-humidity-pipette,6.00E+01,,,,,,,,,
1163.7,measure-dispense-5.0-ul-channel_1-trial-3-celsius-air,20.2,,,,,,,,,
1163.8,measure-dispense-5.0-ul-channel_1-trial-3-humidity-air,5.04E+01,,,,,,,,,
1163.9,measure-dispense-5.0-ul-channel_1-trial-3-pascals-air,1.00E+03,,,,,,,,,
1163.9,measure-dispense-5.0-ul-channel_1-trial-3-celsius-liquid,2.50E+01,,,,,,,,,
1164,measure-dispense-5.0-ul-channel_1-trial-3-grams-average,19.5328,,,,,,,,,
1164.1,measure-dispense-5.0-ul-channel_1-trial-3-grams-cv,0.00E+00,,,,,,,,,
1164.1,measure-dispense-5.0-ul-channel_1-trial-3-grams-min,1.95E+01,,,,,,,,,
1164.2,measure-dispense-5.0-ul-channel_1-trial-3-grams-max,1.95E+01,,,,,,,,,
1164.2,measure-dispense-5.0-ul-channel_1-trial-3-samples-start-time,1.78E+09,,,,,,,,,
1164.3,measure-dispense-5.0-ul-channel_1-trial-3-samples-duration,9.799812555,,,,,,,,,
1164.4,measure-dispense-5.0-ul-channel_1-trial-3-samples-count,4.30E+01,,,,,,,,,
1223.3,measure-init-5.0-ul-channel_1-trial-4-celsius-pipette,2.41E+01,,,,,,,,,
1223.4,measure-init-5.0-ul-channel_1-trial-4-humidity-pipette,5.98E+01,,,,,,,,,
1223.4,measure-init-5.0-ul-channel_1-trial-4-celsius-air,20.2,,,,,,,,,
1223.5,measure-init-5.0-ul-channel_1-trial-4-humidity-air,5.08E+01,,,,,,,,,
1223.6,measure-init-5.0-ul-channel_1-trial-4-pascals-air,1.00E+03,,,,,,,,,
1223.6,measure-init-5.0-ul-channel_1-trial-4-celsius-liquid,2.50E+01,,,,,,,,,
1223.7,measure-init-5.0-ul-channel_1-trial-4-grams-average,19.53264,,,,,,,,,
1223.8,measure-init-5.0-ul-channel_1-trial-4-grams-cv,2.53E-06,,,,,,,,,
1223.8,measure-init-5.0-ul-channel_1-trial-4-grams-min,1.95E+01,,,,,,,,,
1223.9,measure-init-5.0-ul-channel_1-trial-4-grams-max,1.95E+01,,,,,,,,,
1223.9,measure-init-5.0-ul-channel_1-trial-4-samples-start-time,1.78E+09,,,,,,,,,
1224,measure-init-5.0-ul-channel_1-trial-4-samples-duration,9.826555252,,,,,,,,,
1224.1,measure-init-5.0-ul-channel_1-trial-4-samples-count,5.00E+01,,,,,,,,,
1247.1,measure-aspirate-5.0-ul-channel_1-trial-4-celsius-pipette,2.41E+01,,,,,,,,,
1247.2,measure-aspirate-5.0-ul-channel_1-trial-4-humidity-pipette,5.96E+01,,,,,,,,,
1247.2,measure-aspirate-5.0-ul-channel_1-trial-4-celsius-air,20.2,,,,,,,,,
1247.3,measure-aspirate-5.0-ul-channel_1-trial-4-humidity-air,5.13E+01,,,,,,,,,
1247.4,measure-aspirate-5.0-ul-channel_1-trial-4-pascals-air,1.00E+03,,,,,,,,,
1247.4,measure-aspirate-5.0-ul-channel_1-trial-4-celsius-liquid,2.50E+01,,,,,,,,,
1247.5,measure-aspirate-5.0-ul-channel_1-trial-4-grams-average,19.5275814,,,,,,,,,
1247.6,measure-aspirate-5.0-ul-channel_1-trial-4-grams-cv,2.31E-06,,,,,,,,,
1247.7,measure-aspirate-5.0-ul-channel_1-trial-4-grams-min,1.95E+01,,,,,,,,,
1247.8,measure-aspirate-5.0-ul-channel_1-trial-4-grams-max,1.95E+01,,,,,,,,,
1247.8,measure-aspirate-5.0-ul-channel_1-trial-4-samples-start-time,1.78E+09,,,,,,,,,
1247.9,measure-aspirate-5.0-ul-channel_1-trial-4-samples-duration,9.781665087,,,,,,,,,
1248,measure-aspirate-5.0-ul-channel_1-trial-4-samples-count,4.30E+01,,,,,,,,,
1270.8,measure-dispense-5.0-ul-channel_1-trial-4-celsius-pipette,2.42E+01,,,,,,,,,
1270.8,measure-dispense-5.0-ul-channel_1-trial-4-humidity-pipette,5.96E+01,,,,,,,,,
1270.9,measure-dispense-5.0-ul-channel_1-trial-4-celsius-air,20.2,,,,,,,,,
1271,measure-dispense-5.0-ul-channel_1-trial-4-humidity-air,5.20E+01,,,,,,,,,
1271,measure-dispense-5.0-ul-channel_1-trial-4-pascals-air,1.00E+03,,,,,,,,,
1271.1,measure-dispense-5.0-ul-channel_1-trial-4-celsius-liquid,2.50E+01,,,,,,,,,
1271.2,measure-dispense-5.0-ul-channel_1-trial-4-grams-average,19.53250889,,,,,,,,,
1271.2,measure-dispense-5.0-ul-channel_1-trial-4-grams-cv,4.48E-06,,,,,,,,,
1271.3,measure-dispense-5.0-ul-channel_1-trial-4-grams-min,1.95E+01,,,,,,,,,
1271.4,measure-dispense-5.0-ul-channel_1-trial-4-grams-max,1.95E+01,,,,,,,,,
